ID y id mu# sex# age
"61" -0.2692730816431735 "61" mu m 29.0476
"62" -8.054467982750428 "62" mu m 29.5238
"63" 3.0340913830078424 "63" mu m 30
"64" -4.7029138194531095 "64" mu m 30.4762
"65" -1.0220245949219033 "65" mu m 30.9524
"66" 0.802384895138307 "66" mu m 31.4286
"67" -2.3300358605738065 "67" mu m 31.9048
"68" 2.5569924769903016 "68" mu m 32.381
"69" 0.9561295551931641 "69" mu m 32.8571
"70" -2.0317131854338037 "70" mu m 33.3333
"71" -5.236774190349946 "71" mu m 33.8095
"72" 5.5650420999922225 "72" mu m 34.2857
"73" -5.414403768811062 "73" mu m 34.7619
"74" -5.2706808927980795 "74" mu m 35.2381
"75" -4.702351782931953 "75" mu m 35.7143
"76" -0.014926561467740851 "76" mu m 36.1905
"77" 0.6805943923279916 "77" mu m 36.6667
"78" -0.18950485744033485 "78" mu m 37.1429
"79" -2.0461002680832285 "79" mu m 37.619
"80" 0.3265222424524188 "80" mu m 38.0952
"81" 0.9475744802606857 "81" mu m 38.5714
"82" 3.740586135072042 "82" mu m 39.0476
"83" 0.5229240970750157 "83" mu m 39.5238
"84" -0.3431653087147346 "84" mu m 40
"85" -2.8748495100533797 "85" mu m 40.4762
"86" -0.9997114461124526 "86" mu m 40.9524
"87" -0.08820306050833915 "87" mu m 41.4286
"88" -0.7331418452477791 "88" mu m 41.9048
"89" 8.572270775370125 "89" mu m 42.381
"90" 0.18217919679960348 "90" mu m 42.8571
"91" 1.7050441614856477 "91" mu m 43.3333
"92" 0.637695455168534 "92" mu m 43.8095
"93" -1.7797702165067135 "93" mu m 44.2857
"94" 0.8756940056827379 "94" mu m 44.7619
"95" -3.4689852793542553 "95" mu m 45.2381
"96" -2.807508720135597 "96" mu m 45.7143
"97" -1.1187242436372375 "97" mu m 46.1905
"98" -2.65245184101037 "98" mu m 46.6667
"99" -0.6779567340763859 "99" mu m 47.1429
"100" 0.2747278878363988 "100" mu f 47.619
"101" -3.484244821184717 "101" mu f 48.0952
"102" -3.023017589813368 "102" mu f 48.5714
"103" 0.8542808029363503 "103" mu f 49.0476
"104" -4.605838954844174 "104" mu f 49.5238
"105" -3.542918019214081 "105" mu f 50
"106" -8.515581318773522 "106" mu f 50.4762
"107" 0.18211771792119086 "107" mu f 50.9524
"108" 1.682593172195126 "108" mu f 51.4286
"109" -1.7449710727214458 "109" mu f 51.9048
"110" -6.680954067075013 "110" mu f 52.381
"111" 1.0169280029482317 "111" mu f 52.8571
"112" -6.65522392151084 "112" mu f 53.3333
"113" 2.178363493899606 "113" mu f 53.8095
"114" -3.6118558316865377 "114" mu f 54.2857
"115" -6.068188413950065 "115" mu f 54.7619
"116" -1.7951024496368442 "116" mu f 55.2381
"117" -1.262613773964707 "117" mu f 55.7143
"118" -0.7498983511954095 "118" mu f 56.1905
"119" -0.5655050183501384 "119" mu f 56.6667
"120" -3.4357275550538997 "120" mu f 57.1429
"121" -5.265194974710258 "121" mu f 57.619
"122" 7.1151238022970675 "122" mu f 58.0952
"123" 0.6353310445054381 "123" mu f 58.5714
"124" -3.9957249625562477 "124" mu f 59.0476
"125" -4.1363722547665365 "125" mu f 59.5238
"126" -4.148405414519947 "126" mu f 60
"127" 2.103534058377347 "127" mu f 60.4762
"128" -3.3055491650854805 "128" mu f 60.9524
"129" -1.479991465136177 "129" mu f 61.4286
"130" -5.775683447370513 "130" mu f 61.9048
"131" 0.007724446650666343 "131" mu f 62.381
"132" -0.6856446967628822 "132" mu f 62.8571
"133" 0.6441209728663227 "133" mu f 63.3333
"134" -2.1871620419588536 "134" mu f 63.8095
"135" -1.958402272267345 "135" mu f 64.2857
"136" -0.49422913890541753 "136" mu f 64.7619
"137" -0.4025952498918006 "137" mu f 65.2381
"138" -1.4307228937192824 "138" mu f 65.7143
"139" -3.7406909701241933 "139" mu f 66.1905
"140" -4.525218434017523 "140" mu f 66.6667
"141" 2.152025857537647 "141" mu f 67.1429
"142" 1.6997733120375615 "142" mu f 67.619
"143" 3.393838514141285 "143" mu f 68.0952
"144" -5.459186330544638 "144" mu f 68.5714
"145" -5.875444395071876 "145" mu f 69.0476
"146" 0.11919899865880834 "146" mu f 69.5238
"147" 0.902851033154239 "147" mu f 70
"148" -6.472198312380685 "148" mu f 70.4762
"149" -1.5368602009712469 "149" mu f 70.9524
"150" -1.6869176576670868 "150" mu f 71.4286
"151" 2.529297512659181 "151" mu f 71.9048
"152" -1.887049169267614 "152" mu f 72.381
"153" 1.282154507064593 "153" mu f 72.8571
"154" -4.553625623359595 "154" mu f 73.3333
"155" -4.093468625805626 "155" mu f 73.8095
"156" 1.5307051094136324 "156" mu f 74.2857
"157" 2.3719842463586422 "157" mu f 74.7619
"158" 2.2003440549421196 "158" mu f 75.2381
"159" -1.7704434738056258 "159" mu f 75.7143
"160" -1.8061025073389074 "160" mu f 76.1905
"161" 1.3825625065256748 "161" mu f 76.6667
"162" 2.090356180859131 "162" mu f 77.1429
"163" 1.2971281030073503 "163" mu f 77.619
"164" -4.82705985616721 "164" mu f 78.0952
"165" -4.110446009236593 "165" mu f 78.5714
"166" -1.1185268644012205 "166" mu f 79.0476
"167" 1.3427744675105957 "167" mu f 79.5238
"168" 3.497015683565138 "168" mu f 80
"169" 2.3074728815570844 "169" mu f 80.4762
"170" -1.3132781287218394 "170" mu f 80.9524
"171" -1.4168747258076495 "171" mu f 81.4286
"172" -1.0218765187993908 "172" mu f 81.9048
"173" 0.5499338437112293 "173" mu f 82.381
"174" -0.01943099965493922 "174" mu f 82.8571
"175" -1.6922180604914472 "175" mu f 83.3333
"176" -2.5322168067229085 "176" mu f 83.8095
"177" -1.0846546805079802 "177" mu f 84.2857
"178" -2.5851053554463355 "178" mu f 84.7619
"179" -2.6808188320449493 "179" mu f 85.2381
"180" 0.4056346305945415 "180" mu f 85.7143
"181" -2.3631397455614875 "181" mu f 86.1905
"182" -0.19283172724281683 "182" mu f 86.6667
"183" -1.509392626811235 "183" mu f 87.1429
"184" -3.459695693467892 "184" mu f 87.619
"185" -4.1858398166656166 "185" mu f 88.0952
"186" -3.515076344510865 "186" mu f 88.5714
"187" -3.6782990466893066 "187" mu f 89.0476
"188" 3.9162191372935076 "188" mu f 89.5238
"189" -0.5093654822210083 "189" mu f 90
"190" -6.625489302216182 "190" mu f 90.4762
"191" 0.6837370390032143 "191" mu f 90.9524
"192" -5.763737060127189 "192" mu f 91.4286
"193" -2.0504561327733404 "193" mu f 91.9048
"194" -6.089180537327609 "194" mu f 92.381
"195" -4.768101823568345 "195" mu f 92.8571
"196" 0.6903091197684961 "196" mu f 93.3333
"197" 2.6803454801469453 "197" mu f 93.8095
"198" -3.324757492397392 "198" mu f 94.2857
"199" -1.8857252875812487 "199" mu f 94.7619
"200" -1.292289219000566 "200" mu f 95.2381
"201" 2.298391572260986 "201" mu f 95.7143
"202" -5.502295631853201 "202" mu f 96.1905
"203" -4.087950382675708 "203" mu f 96.6667
"204" -3.5504797436037245 "204" mu f 97.1429
"205" -2.584284835868407 "205" mu f 97.619
"206" -5.67397272143983 "206" mu f 98.0952
"207" -4.183621389537436 "207" mu f 98.5714
"208" 2.132636595218788 "208" mu f 99.0476
"209" -2.0573429635773612 "209" mu f 99.5238
"210" -1.9202160955051144 "210" mu f 100
"211" -0.47189002363143034 "211" mu f 100.476
"212" 4.910135319963231 "212" mu f 100.952
"213" -0.44488888979335406 "213" mu f 101.429
"214" -3.350798738271479 "214" mu f 101.905
"215" -2.0948140185347883 "215" mu f 102.381
"216" 1.2515704746264538 "216" mu f 102.857
"217" -2.9196053489512885 "217" mu f 103.333
"218" -0.044188071441218835 "218" mu f 103.81
"219" 0.34437321145047695 "219" mu f 104.286
"220" -2.2333015546203154 "220" mu f 104.762
"221" -7.3389741361351435 "221" mu f 105.238
"222" 1.058857202686033 "222" mu f 105.714
"223" 1.2362171530217865 "223" mu f 106.19
"224" -3.7618341060171367 "224" mu f 106.667
"225" -1.6229438735559292 "225" mu f 107.143
"226" -3.580044301592073 "226" mu f 107.619
"227" -0.026666370432042896 "227" mu f 108.095
"228" -1.7269504917457643 "228" mu f 108.571
"229" -1.6023365628563462 "229" mu f 109.048
"230" -2.6430088967417396 "230" mu f 109.524
"231" -6.758250006351555 "231" mu f 110
"232" -4.27803128288691 "232" mu f 110.476
"233" -1.151939450477842 "233" mu f 110.952
"234" -0.1485582488890856 "234" mu f 111.429
"235" 0.321595417444985 "235" mu f 111.905
"236" 2.3473438559328095 "236" mu f 112.381
"237" -5.629621318238087 "237" mu f 112.857
"238" -4.298140392739467 "238" mu f 113.333
"239" -4.170188326909629 "239" mu f 113.81
"240" -5.18767668307777 "240" mu f 114.286
"241" 0.1396327820264242 "241" mu f 114.762
"242" -0.1103065613911337 "242" mu f 115.238
"243" -5.636429856797324 "243" mu f 115.714
"244" -2.8624843220107232 "244" mu f 116.19
"245" -7.335165585284745 "245" mu f 116.667
"246" -2.0827162570262456 "246" mu f 117.143
"247" -1.1323229475815473 "247" mu f 117.619
"248" 2.5237345070302393 "248" mu f 118.095
"249" -0.1599438177137067 "249" mu f 118.571
"250" -4.715680522857275 "250" mu f 119.048
"251" 3.7502271883965412 "251" mu f 119.524
"252" 3.4238930613801486 "252" mu f 120
"253" -1.1458369671999682 "253" mu f 120.476
"254" -0.32238168882400686 "254" mu f 120.952
"255" -7.739773332052945 "255" mu f 121.429
"256" -2.7832182570913675 "256" mu f 121.905
"257" -7.830668279349468 "257" mu f 122.381
"258" -1.7064760888556125 "258" mu f 122.857
"259" 1.1045576828788355 "259" mu f 123.333
"260" -0.8789696638301157 "260" mu f 123.81
"261" -2.447925798558745 "261" mu f 124.286
"262" -0.6349058697004136 "262" mu f 124.762
"263" -1.9157890906250574 "263" mu f 125.238
"264" -2.8584849973983038 "264" mu f 125.714
"265" 0.0592281259623213 "265" mu f 126.19
"266" -3.052891726494246 "266" mu f 126.667
"267" -2.5897706423688356 "267" mu f 127.143
"268" 1.1080042223890314 "268" mu f 127.619
"269" 0.6508830201768938 "269" mu f 128.095
"270" -8.646896867727028 "270" mu f 128.571
"271" -2.1749664720230726 "271" mu f 129.048
"272" 0.9976068096814692 "272" mu f 129.524
"273" -2.321524272967392 "273" mu f 130
"274" -2.557678858728464 "274" mu f 130.476
"275" -6.812100727585944 "275" mu f 130.952
"276" -8.312255533219519 "276" mu f 131.429
"277" -0.1501258442710438 "277" mu f 131.905
"278" 0.8726403852166453 "278" mu f 132.381
"279" 0.04544712345081359 "279" mu f 132.857
"280" -2.3404231052734454 "280" mu f 133.333
"281" -3.1453801930309804 "281" mu f 133.81
"282" 3.489268940738958 "282" mu f 134.286
"283" -2.2718779221497987 "283" mu f 134.762
"284" -4.1894992660116275 "284" mu f 135.238
"285" -1.9603808698511453 "285" mu f 135.714
"286" -1.1078294305220249 "286" mu f 136.19
"287" -2.4321878936670873 "287" mu f 136.667
"288" 0.07143504870372608 "288" mu f 137.143
"289" -0.12470389620508704 "289" mu f 137.619
"290" -7.4231632907349665 "290" mu f 138.095
"291" -7.483305132261257 "291" mu f 138.571
"292" -2.9761484244597876 "292" mu f 139.048
"293" -2.3073682855449515 "293" mu f 139.524
"294" -3.579777520037577 "294" mu f 140
"295" -2.8957703709749647 "295" mu f 140.476
"296" -1.585090078034708 "296" mu f 140.952
"297" -2.319346970335011 "297" mu f 141.429
"298" -1.094669077388137 "298" mu f 141.905
"299" 1.1493357152241546 "299" mu f 142.381
"300" -6.436864106174884 "300" mu f 142.857
