ID,SIRE,DAM
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,0,0
273,0,0
274,0,0
275,0,0
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,0,0
288,0,0
289,0,0
290,0,0
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,0
298,0,0
299,0,0
300,0,0
301,0,0
302,0,0
303,0,0
304,0,0
305,0,0
306,0,0
307,0,0
308,0,0
309,0,0
310,0,0
311,0,0
312,0,0
313,0,0
314,0,0
315,0,0
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,0,0
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,0,0
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,0
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
426,0,0
427,0,0
428,0,0
429,0,0
430,0,0
431,0,0
432,0,0
433,0,0
434,0,0
435,0,0
436,0,0
437,0,0
438,0,0
439,0,0
440,0,0
441,0,0
442,0,0
443,0,0
444,0,0
445,0,0
446,0,0
447,0,0
448,0,0
449,0,0
450,0,0
451,0,0
452,0,0
453,0,0
454,0,0
455,0,0
456,0,0
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,0,0
464,0,0
465,0,0
466,0,0
467,0,0
468,0,0
469,0,0
470,0,0
471,0,0
472,0,0
473,0,0
474,0,0
475,0,0
476,0,0
477,0,0
478,0,0
479,0,0
480,0,0
481,0,0
482,0,0
483,0,0
484,0,0
485,0,0
486,0,0
487,0,0
488,0,0
489,0,0
490,0,0
491,0,0
492,0,0
493,0,0
494,0,0
495,0,0
496,0,0
497,0,0
498,0,0
499,0,0
500,0,0
501,0,0
502,0,0
503,0,0
504,0,0
505,0,0
506,0,0
507,0,0
508,0,0
509,0,0
510,0,0
511,0,0
512,0,0
513,0,0
514,0,0
515,0,0
516,0,0
517,0,0
518,0,0
519,0,0
520,0,0
521,0,0
522,0,0
523,0,0
524,0,0
525,0,0
526,0,0
527,0,0
528,0,0
529,0,0
530,0,0
531,0,0
532,0,0
533,0,0
534,0,0
535,0,0
536,0,0
537,0,0
538,0,0
539,0,0
540,0,0
541,0,0
542,0,0
543,0,0
544,0,0
545,0,0
546,0,0
547,0,0
548,0,0
549,0,0
550,0,0
551,0,0
552,0,0
553,0,0
554,0,0
555,0,0
556,0,0
557,0,0
558,0,0
559,0,0
560,0,0
561,0,0
562,0,0
563,0,0
564,0,0
565,0,0
566,0,0
567,0,0
568,0,0
569,0,0
570,0,0
571,0,0
572,0,0
573,0,0
574,0,0
575,0,0
576,0,0
577,0,0
578,0,0
579,0,0
580,0,0
581,0,0
582,0,0
583,0,0
584,0,0
585,0,0
586,0,0
587,0,0
588,0,0
589,0,0
590,0,0
591,0,0
592,0,0
593,0,0
594,0,0
595,0,0
596,0,0
597,0,0
598,0,0
599,0,0
600,0,0
601,0,0
602,0,0
603,0,0
604,0,0
605,0,0
606,0,0
607,0,0
608,0,0
609,0,0
610,0,0
611,0,0
612,0,0
613,0,0
614,0,0
615,0,0
616,0,0
617,0,0
618,0,0
619,0,0
620,0,0
621,0,0
622,0,0
623,0,0
624,0,0
625,0,0
626,0,0
627,0,0
628,0,0
629,0,0
630,0,0
631,0,0
632,0,0
633,0,0
634,0,0
635,0,0
636,0,0
637,0,0
638,0,0
639,0,0
640,0,0
641,0,0
642,0,0
643,0,0
644,0,0
645,0,0
646,0,0
647,0,0
648,0,0
649,0,0
650,0,0
651,0,0
652,0,0
653,0,0
654,0,0
655,0,0
656,0,0
657,0,0
658,0,0
659,0,0
660,0,0
661,0,0
662,0,0
663,0,0
664,0,0
665,0,0
666,0,0
667,0,0
668,0,0
669,0,0
670,0,0
671,0,0
672,0,0
673,0,0
674,0,0
675,0,0
676,0,0
677,0,0
678,0,0
679,0,0
680,0,0
681,0,0
682,0,0
683,0,0
684,0,0
685,0,0
686,0,0
687,0,0
688,0,0
689,0,0
690,0,0
691,0,0
692,0,0
693,0,0
694,0,0
695,0,0
696,0,0
697,0,0
698,0,0
699,0,0
700,0,0
701,0,0
702,0,0
703,0,0
704,0,0
705,0,0
706,0,0
707,0,0
708,0,0
709,0,0
710,0,0
711,0,0
712,0,0
713,0,0
714,0,0
715,0,0
716,0,0
717,0,0
718,0,0
719,0,0
720,0,0
721,0,0
722,0,0
723,0,0
724,0,0
725,0,0
726,0,0
727,0,0
728,0,0
729,0,0
730,0,0
731,0,0
732,0,0
733,0,0
734,0,0
735,0,0
736,0,0
737,0,0
738,0,0
739,0,0
740,0,0
741,0,0
742,0,0
743,0,0
744,0,0
745,0,0
746,0,0
747,0,0
748,0,0
749,0,0
750,0,0
751,0,0
752,0,0
753,0,0
754,0,0
755,0,0
756,0,0
757,0,0
758,0,0
759,0,0
760,0,0
761,0,0
762,0,0
763,0,0
764,0,0
765,0,0
766,0,0
767,0,0
768,0,0
769,0,0
770,0,0
771,0,0
772,0,0
773,0,0
774,0,0
775,0,0
776,0,0
777,0,0
778,0,0
779,0,0
780,0,0
781,0,0
782,0,0
783,0,0
784,0,0
785,0,0
786,0,0
787,0,0
788,0,0
789,0,0
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,0,0
796,0,0
797,0,0
798,0,0
799,0,0
800,0,0
801,0,0
802,0,0
803,0,0
804,0,0
805,0,0
806,0,0
807,0,0
808,0,0
809,0,0
810,0,0
811,0,0
812,0,0
813,0,0
814,0,0
815,0,0
816,0,0
817,0,0
818,0,0
819,0,0
820,0,0
821,0,0
822,0,0
823,0,0
824,0,0
825,0,0
826,0,0
827,0,0
828,0,0
829,0,0
830,0,0
831,0,0
832,0,0
833,0,0
834,0,0
835,0,0
836,0,0
837,0,0
838,0,0
839,0,0
840,0,0
841,0,0
842,0,0
843,0,0
844,0,0
845,0,0
846,0,0
847,0,0
848,0,0
849,0,0
850,0,0
851,0,0
852,0,0
853,0,0
854,0,0
855,0,0
856,0,0
857,0,0
858,0,0
859,0,0
860,0,0
861,0,0
862,0,0
863,0,0
864,0,0
865,0,0
866,0,0
867,0,0
868,0,0
869,0,0
870,0,0
871,0,0
872,0,0
873,0,0
874,0,0
875,0,0
876,0,0
877,0,0
878,0,0
879,0,0
880,0,0
881,0,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,0
890,0,0
891,0,0
892,0,0
893,0,0
894,0,0
895,0,0
896,0,0
897,0,0
898,0,0
899,0,0
900,0,0
901,0,0
902,0,0
903,0,0
904,0,0
905,0,0
906,0,0
907,0,0
908,0,0
909,0,0
910,0,0
911,0,0
912,0,0
913,0,0
914,0,0
915,0,0
916,0,0
917,0,0
918,0,0
919,0,0
920,0,0
921,0,0
922,0,0
923,0,0
924,0,0
925,0,0
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0,0
937,0,0
938,0,0
939,0,0
940,0,0
941,0,0
942,0,0
943,0,0
944,0,0
945,0,0
946,0,0
947,0,0
948,0,0
949,0,0
950,0,0
951,0,0
952,0,0
953,0,0
954,0,0
955,0,0
956,0,0
957,0,0
958,0,0
959,0,0
960,0,0
961,0,0
962,0,0
963,0,0
964,0,0
965,0,0
966,0,0
967,0,0
968,0,0
969,0,0
970,0,0
971,0,0
972,0,0
973,0,0
974,0,0
975,0,0
976,0,0
977,0,0
978,0,0
979,0,0
980,0,0
981,0,0
982,0,0
983,0,0
984,0,0
985,0,0
986,0,0
987,0,0
988,0,0
989,0,0
990,0,0
991,0,0
992,0,0
993,0,0
994,0,0
995,0,0
996,0,0
997,0,0
998,0,0
999,0,0
1000,0,0
1001,0,0
1002,0,0
1003,0,0
1004,0,0
1005,0,0
1006,0,0
1007,0,0
1008,0,0
1009,0,0
1010,0,0
1011,0,0
1012,0,0
1013,0,0
1014,0,0
1015,0,0
1016,0,0
1017,0,0
1018,0,0
1019,0,0
1020,0,0
1021,0,0
1022,0,0
1023,0,0
1024,0,0
1025,0,0
1026,0,0
1027,0,0
1028,0,0
1029,0,0
1030,0,0
1031,0,0
1032,0,0
1033,0,0
1034,0,0
1035,0,0
1036,0,0
1037,0,0
1038,0,0
1039,0,0
1040,0,0
1041,0,0
1042,0,0
1043,0,0
1044,0,0
1045,0,0
1046,0,0
1047,0,0
1048,0,0
1049,0,0
1050,0,0
1051,0,0
1052,0,0
1053,0,0
1054,0,0
1055,0,0
1056,0,0
1057,0,0
1058,0,0
1059,0,0
1060,0,0
1061,0,0
1062,0,0
1063,0,0
1064,0,0
1065,0,0
1066,0,0
1067,0,0
1068,0,0
1069,0,0
1070,0,0
1071,0,0
1072,0,0
1073,0,0
1074,0,0
1075,0,0
1076,0,0
1077,0,0
1078,0,0
1079,0,0
1080,0,0
1081,0,0
1082,0,0
1083,0,0
1084,0,0
1085,0,0
1086,0,0
1087,0,0
1088,0,0
1089,0,0
1090,0,0
1091,0,0
1092,0,0
1093,0,0
1094,0,0
1095,0,0
1096,0,0
1097,0,0
1098,0,0
1099,0,0
1100,0,0
1101,0,0
1102,0,0
1103,0,0
1104,0,0
1105,0,0
1106,0,0
1107,0,0
1108,0,0
1109,0,0
1110,0,0
1111,0,0
1112,0,0
1113,0,0
1114,0,0
1115,0,0
1116,0,0
1117,0,0
1118,0,0
1119,0,0
1120,0,0
1121,0,0
1122,0,0
1123,0,0
1124,0,0
1125,0,0
1126,0,0
1127,0,0
1128,0,0
1129,0,0
1130,0,0
1131,0,0
1132,0,0
1133,0,0
1134,0,0
1135,0,0
1136,0,0
1137,0,0
1138,0,0
1139,0,0
1140,0,0
1141,0,0
1142,0,0
1143,0,0
1144,0,0
1145,0,0
1146,0,0
1147,0,0
1148,0,0
1149,0,0
1150,0,0
1151,0,0
1152,0,0
1153,0,0
1154,0,0
1155,0,0
1156,0,0
1157,0,0
1158,0,0
1159,0,0
1160,0,0
1161,0,0
1162,0,0
1163,0,0
1164,0,0
1165,0,0
1166,0,0
1167,0,0
1168,0,0
1169,0,0
1170,0,0
1171,0,0
1172,0,0
1173,0,0
1174,0,0
1175,0,0
1176,0,0
1177,0,0
1178,0,0
1179,0,0
1180,0,0
1181,0,0
1182,0,0
1183,0,0
1184,0,0
1185,0,0
1186,0,0
1187,0,0
1188,0,0
1189,0,0
1190,0,0
1191,0,0
1192,0,0
1193,0,0
1194,0,0
1195,0,0
1196,0,0
1197,0,0
1198,0,0
1199,0,0
1200,0,0
1201,0,0
1202,0,0
1203,0,0
1204,0,0
1205,0,0
1206,0,0
1207,0,0
1208,0,0
1209,0,0
1210,0,0
1211,0,0
1212,0,0
1213,0,0
1214,0,0
1215,0,0
1216,0,0
1217,0,0
1218,0,0
1219,0,0
1220,0,0
1221,0,0
1222,0,0
1223,0,0
1224,0,0
1225,0,0
1226,0,0
1227,0,0
1228,0,0
1229,0,0
1230,0,0
1231,0,0
1232,0,0
1233,0,0
1234,0,0
1235,0,0
1236,0,0
1237,0,0
1238,0,0
1239,0,0
1240,0,0
1241,0,0
1242,0,0
1243,0,0
1244,0,0
1245,0,0
1246,0,0
1247,0,0
1248,62,63
1249,70,71
1250,69,68
1251,74,61
1252,1248,78
1253,75,65
1254,73,76
1255,73,66
1256,276,268
1257,1248,261
1258,287,286
1259,274,284
1260,271,254
1261,80,79
1262,237,250
1263,289,316
1264,113,90
1265,99,116
1266,94,117
1267,1249,1254
1268,92,102
1269,1253,111
1270,1253,111
1271,82,127
1272,295,122
1273,91,281
1274,82,130
1275,82,130
1276,1253,106
1277,83,84
1278,96,89
1279,83,85
1280,1251,1252
1281,81,98
1282,96,107
1283,96,107
1284,1253,109
1285,1253,103
1286,320,1260
1287,1261,118
1288,123,95
1289,133,291
1290,1261,122
1291,239,242
1292,243,244
1293,236,246
1294,240,238
1295,247,252
1296,248,241
1297,248,241
1298,265,259
1299,258,257
1300,260,253
1301,262,256
1302,67,255
1303,260,245
1304,64,263
1305,1292,1294
1306,251,278
1307,280,270
1308,277,272
1309,267,285
1310,279,275
1311,264,269
1312,1291,1301
1313,1291,1299
1314,249,266
1315,1248,1296
1316,72,283
1317,273,297
1318,1248,1295
1319,1248,1296
1320,282,300
1321,1248,1297
1322,1250,1293
1323,282,290
1324,294,296
1325,282,298
1326,282,300
1327,282,300
1328,1302,1311
1329,293,302
1330,304,303
1331,273,301
1332,273,301
1333,273,301
1334,317,318
1335,323,324
1336,323,327
1337,325,326
1338,322,328
1339,333,329
1340,1337,331
1341,1337,1335
1342,1338,1336
1343,336,342
1344,343,332
1345,345,334
1346,345,347
1347,346,338
1348,346,339
1349,346,337
1350,346,335
1351,345,340
1352,350,341
1353,348,351
1354,348,351
1355,348,330
1356,348,330
1357,350,349
1358,356,352
1359,354,344
1360,354,357
1361,353,361
1362,353,363
1363,356,358
1364,356,359
1365,355,360
1366,355,362
1367,355,364
1368,365,367
1369,366,368
1370,372,369
1371,372,376
1372,372,380
1373,372,380
1374,370,379
1375,370,379
1376,1342,381
1377,1342,381
1378,1342,382
1379,1342,382
1380,377,361
1381,377,361
1382,1345,362
1383,1345,362
1384,1345,1344
1385,1345,1344
1386,378,359
1387,378,359
1388,378,359
1389,1342,383
1390,1347,1339
1391,1345,1350
1392,1347,385
1393,1347,1351
1394,1346,1352
1395,1342,371
1396,1342,371
1397,387,373
1398,386,374
1399,378,384
1400,378,388
1401,1343,1356
1402,387,375
1403,1347,1341
1404,1357,1340
1405,1349,391
1406,1349,1358
1407,390,392
1408,1359,1344
1409,1357,1361
1410,1359,395
1411,393,397
1412,1366,1348
1413,1365,1354
1414,1365,1354
1415,1369,1353
1416,1365,1363
1417,1369,1367
1418,400,402
1419,1368,1355
1420,1368,1355
1421,1368,1355
1422,1365,389
1423,403,411
1424,405,408
1425,1371,1360
1426,1376,409
1427,1376,1362
1428,1376,394
1429,1376,1364
1430,1386,1373
1431,1382,1377
1432,1382,413
1433,1382,413
1434,1386,410
1435,1371,1379
1436,1382,398
1437,419,412
1438,1380,1378
1439,1380,1378
1440,1380,401
1441,1386,1383
1442,1386,1383
1443,1380,1385
1444,1380,418
1445,1380,418
1446,1386,396
1447,1382,416
1448,417,420
1449,1384,1389
1450,1384,399
1451,424,421
1452,1386,1393
1453,430,428
1454,1394,429
1455,1394,1400
1456,430,1395
1457,1394,1399
1458,1404,407
1459,1401,1377
1460,1408,1405
1461,1404,414
1462,1409,1390
1463,440,425
1464,1408,444
1465,1413,422
1466,1412,427
1467,438,431
1468,438,443
1469,1406,445
1470,1412,406
1471,1413,1395
1472,1408,1398
1473,1408,439
1474,1413,1415
1475,1413,423
1476,1412,426
1477,440,446
1478,1412,1370
1479,1416,1372
1480,1417,1396
1481,1412,1418
1482,1416,404
1483,1416,1399
1484,448,432
1485,1417,450
1486,448,451
1487,1412,452
1488,1416,433
1489,1409,1403
1490,1417,410
1491,1419,1374
1492,1423,1402
1493,448,1422
1494,448,453
1495,1417,1375
1496,1417,1375
1497,1417,435
1498,1429,436
1499,1417,1407
1500,1435,1381
1501,1427,415
1502,1417,434
1503,1419,1388
1504,1419,1387
1505,449,1405
1506,1431,454
1507,1435,1433
1508,1425,1390
1509,1425,1390
1510,1,1424
1511,1435,1410
1512,1427,1434
1513,1427,1434
1514,1425,1436
1515,455,437
1516,1427,1437
1517,1435,1392
1518,1435,1411
1519,1444,1428
1520,1425,1442
1521,1438,1414
1522,1441,1445
1523,1429,1397
1524,1430,441
1525,1443,1446
1526,1441,1447
1527,1443,1448
1528,1441,1393
1529,1449,1415
1530,1449,1415
1531,1452,1439
1532,1449,456
1533,459,457
1534,1435,442
1535,458,447
1536,1441,1450
1537,1441,1440
1538,1452,1420
1539,1455,1421
1540,1455,1432
1541,1456,1458
1542,1453,1446
1543,1460,1451
1544,1460,1465
1545,1459,1422
1546,135,128
1547,292,311
1548,294,310
1549,293,1321
1550,77,137
1551,293,1321
1552,148,169
1553,149,88
1554,142,159
1555,153,167
1556,293,309
1557,294,1327
1558,140,87
1559,153,105
1560,142,101
1561,142,101
1562,142,131
1563,138,160
1564,1309,306
1565,1304,1325
1566,151,100
1567,142,121
1568,161,126
1569,146,158
1570,140,299
1571,161,124
1572,153,112
1573,152,120
1574,155,125
1575,161,166
1576,77,1257
1577,161,178
1578,1304,308
1579,153,110
1580,153,110
1581,147,136
1582,155,144
1583,1267,150
1584,135,156
1585,152,174
1586,177,1272
1587,177,1272
1588,1267,1255
1589,161,143
1590,135,185
1591,1309,1316
1592,1267,1313
1593,171,194
1594,165,191
1595,186,196
1596,135,114
1597,1271,164
1598,1315,1314
1599,294,312
1600,1258,1256
1601,1258,1256
1602,1271,164
1603,1304,1318
1604,186,199
1605,1267,122
1606,1267,122
1607,1267,201
1608,184,93
1609,184,93
1610,184,93
1611,184,93
1612,1267,167
1613,177,1277
1614,177,1277
1615,305,315
1616,202,108
1617,186,203
1618,186,203
1619,1258,1273
1620,198,190
1621,186,189
1622,186,189
1623,181,195
1624,181,195
1625,1258,188
1626,202,141
1627,186,207
1628,212,208
1629,147,211
1630,1258,1263
1631,186,126
1632,186,126
1633,202,213
1634,202,213
1635,202,213
1636,202,213
1637,202,209
1638,202,209
1639,186,126
1640,186,214
1641,202,180
1642,212,86
1643,202,216
1644,202,125
1645,161,119
1646,161,119
1647,186,221
1648,186,221
1649,212,176
1650,212,176
1651,147,288
1652,147,134
1653,186,219
1654,193,112
1655,215,144
1656,1275,1259
1657,220,224
1658,147,157
1659,215,187
1660,215,187
1661,220,228
1662,217,1272
1663,217,183
1664,1275,163
1665,205,162
1666,1275,163
1667,161,97
1668,161,97
1669,1275,1262
1670,1258,227
1671,230,1269
1672,218,154
1673,217,231
1674,1287,139
1675,1287,139
1676,1317,307
1677,1258,185
1678,1258,185
1679,1271,1303
1680,1271,1303
1681,1287,199
1682,1287,199
1683,1324,1326
1684,1320,1329
1685,1317,1325
1686,1324,1323
1687,1324,1327
1688,212,235
1689,220,203
1690,220,203
1691,1324,1327
1692,218,104
1693,1320,1331
1694,1320,1329
1695,223,93
1696,223,204
1697,223,204
1698,513,531
1699,1317,1549
1700,1317,1549
1701,1317,1330
1702,519,313
1703,225,190
1704,232,233
1705,229,1278
1706,225,160
1707,229,170
1708,225,168
1709,229,1279
1710,229,1279
1711,229,1279
1712,516,115
1713,1287,1560
1714,1287,1560
1715,1546,520
1716,516,528
1717,1287,527
1718,1287,182
1719,230,118
1720,230,118
1721,516,221
1722,314,539
1723,526,173
1724,1546,515
1725,1546,200
1726,516,145
1727,225,112
1728,530,525
1729,226,529
1730,1546,515
1731,206,521
1732,1570,172
1733,1571,1580
1734,534,532
1735,524,1269
1736,530,536
1737,1547,1549
1738,147,129
1739,1570,1270
1740,530,132
1741,1557,1556
1742,1557,1556
1743,1571,1289
1744,1571,1289
1745,1574,1290
1746,1573,1668
1747,1574,1667
1748,1551,1332
1749,1585,1278
1750,1547,1333
1751,1589,1611
1752,1587,1276
1753,1587,1276
1754,1587,1618
1755,1546,1596
1756,1546,1596
1757,1587,1279
1758,1609,1268
1759,1585,221
1760,1548,1591
1761,1548,1591
1762,1548,1676
1763,1548,1676
1764,1546,1300
1765,1546,514
1766,1548,1603
1767,1587,1567
1768,1609,1266
1769,1609,1562
1770,1590,545
1771,1590,1600
1772,1609,1637
1773,1609,1637
1774,1609,1636
1775,1609,1636
1776,1621,1643
1777,1621,1643
1778,1625,533
1779,537,517
1780,537,517
1781,1609,1285
1782,1593,1272
1783,1605,1610
1784,1605,1281
1785,1621,1566
1786,1621,1566
1787,1585,1580
1788,1585,1580
1789,1585,1631
1790,1605,1648
1791,1605,1648
1792,1605,538
1793,1609,1561
1794,1621,549
1795,1633,1577
1796,1609,551
1797,1605,540
1798,1647,1572
1799,1647,1572
1800,1647,1572
1801,1647,1572
1802,1639,541
1803,1621,1583
1804,1633,1657
1805,1633,1657
1806,1633,1657
1807,1633,1657
1808,1633,1657
1809,1633,1655
1810,1576,1581
1811,1649,1660
1812,553,552
1813,1674,1659
1814,546,518
1815,1647,548
1816,1671,1588
1817,1671,1594
1818,1671,555
1819,1639,1554
1820,1625,556
1821,1649,1595
1822,1633,1661
1823,1633,1661
1824,1633,1661
1825,1647,523
1826,1625,1651
1827,1647,1606
1828,1548,1565
1829,1671,1553
1830,1625,192
1831,1647,1613
1832,1647,1614
1833,1647,1614
1834,1673,1617
1835,1673,1617
1836,1673,1617
1837,1673,1617
1838,1674,1622
1839,1671,1692
1840,1671,1612
1841,1671,1612
1842,1673,1690
1843,1647,1620
1844,1647,1607
1845,1647,1607
1846,1674,1696
1847,1674,1697
1848,1671,1624
1849,1671,1624
1850,1671,1624
1851,1671,1624
1852,1673,1623
1853,1673,1558
1854,1673,1558
1855,1673,222
1856,1671,1559
1857,1671,1559
1858,1649,1662
1859,1597,1264
1860,1689,1563
1861,1689,1563
1862,1689,1563
1863,1689,1563
1864,1689,1563
1865,1703,1284
1866,1703,1284
1867,1649,1283
1868,1703,1688
1869,1674,1268
1870,1674,1268
1871,1647,1265
1872,1647,1265
1873,1647,1265
1874,1546,1666
1875,544,210
1876,1671,1681
1877,1689,1710
1878,1689,1710
1879,1689,1710
1880,1689,1710
1881,1671,1682
1882,1674,1632
1883,1597,1264
1884,1703,1640
1885,1703,1643
1886,1658,1257
1887,542,550
1888,1671,558
1889,1706,1628
1890,1706,1628
1891,1673,1616
1892,1597,1715
1893,1706,560
1894,1703,1642
1895,1703,1580
1896,1671,1575
1897,1719,1641
1898,1703,1568
1899,1679,1652
1900,1727,1712
1901,1680,1550
1902,1727,1561
1903,1703,1635
1904,1678,1724
1905,1685,1578
1906,1709,1289
1907,1727,1586
1908,1615,1564
1909,1719,1654
1910,1719,1654
1911,1719,1552
1912,1719,1552
1913,1727,1604
1914,1729,1734
1915,1608,1730
1916,1597,1260
1917,1726,1663
1918,1719,1579
1919,1608,1730
1920,1719,1650
1921,1719,1650
1922,1726,1672
1923,1735,1277
1924,1735,1277
1925,1726,1583
1926,1726,1583
1927,1726,1646
1928,1726,1740
1929,1726,1740
1930,1626,1599
1931,1626,1599
1932,1608,1584
1933,1608,1584
1934,1608,1584
1935,1680,543
1936,1629,1274
1937,1743,1695
1938,1733,1675
1939,1702,1603
1940,1702,1766
1941,1743,1711
1942,1743,1616
1943,522,554
1944,1713,1700
1945,1743,1723
1946,1713,1698
1947,1725,1550
1948,1714,1763
1949,1765,1665
1950,1765,1665
1951,1751,1798
1952,1751,1798
1953,1608,1770
1954,1793,1744
1955,1627,1780
1956,1804,1662
1957,1804,1662
1958,1804,1662
1959,1804,1836
1960,1713,1722
1961,1827,1718
1962,1827,1858
1963,1827,576
1964,1802,561
1965,1790,1717
1966,1790,1717
1967,1790,1767
1968,1790,1767
1969,1790,1641
1970,1812,570
1971,569,578
1972,1804,577
1973,1827,564
1974,1877,1818
1975,1812,1648
1976,1812,1648
1977,1881,1845
1978,1804,1849
1979,1804,1849
1980,1804,1849
1981,1827,1720
1982,1827,1720
1983,1827,1720
1984,1881,1882
1985,1838,1288
1986,1827,1728
1987,1852,1752
1988,1852,1752
1989,1878,1653
1990,1804,1783
1991,1827,1813
1992,1827,1785
1993,1827,1785
1994,1827,1785
1995,1838,1759
1996,1877,1853
1997,1877,1732
1998,1852,1289
1999,1846,1586
2000,1877,1775
2001,1881,1655
2002,1852,197
2003,1852,1588
2004,1834,1791
2005,1834,1791
2006,1834,1791
2007,1881,1792
2008,1838,1788
2009,1827,1740
2010,1827,1740
2011,1838,1787
2012,1804,1645
2013,1804,1645
2014,1881,1796
