Trait,Marker_ID,Estimate,SD,Model_Frequency
t1,3363,-0.005154142,0.022310996,1.0
t1,3366,-0.009442869,0.025026895,1.0
t1,3367,0.008998852,0.027440932,1.0
t1,3379,-0.00126837,0.025203176,1.0
t1,3382,0.00011803389,0.024463326,1.0
t1,3435,-0.0055880398,0.024659194,1.0
t1,3445,-0.0007340344,0.019513195,1.0
t1,3451,-0.0018620483,0.022851424,1.0
t1,3454,-0.0042183273,0.018825559,1.0
t1,3466,0.0049460256,0.019547604,1.0
t1,3468,-0.0063125445,0.023411287,1.0
t1,3469,0.0033994394,0.022433406,1.0
t1,3486,0.0056376825,0.01834607,1.0
t1,3492,0.010713965,0.023920493,1.0
t1,3508,-0.001002043,0.023638496,1.0
t1,3513,0.006593854,0.026997782,1.0
t1,3533,-0.014529625,0.026800673,1.0
t1,3535,-0.004674807,0.024793927,1.0
t1,3542,-0.00073490845,0.019217877,1.0
t1,3547,-0.0013552085,0.023299009,1.0
t1,3548,0.00267709,0.025681239,1.0
t1,3575,0.006054876,0.027789723,1.0
t1,3591,0.0004709873,0.018146265,1.0
t1,3601,-0.0013599604,0.025296781,1.0
t1,3605,-0.01543432,0.024358636,1.0
t1,3625,-0.0004438531,0.023218198,1.0
t1,3666,0.009819264,0.024497375,1.0
t1,3677,0.002821967,0.021654699,1.0
t1,3709,0.001574058,0.023384525,1.0
t1,3724,-0.0010921796,0.021266367,1.0
t1,3734,-0.001973438,0.018926438,1.0
t1,3735,-0.0028807805,0.02500178,1.0
t1,3755,0.0014431828,0.02121903,1.0
t1,3758,-0.00084848085,0.022854952,1.0
t1,3777,-0.0043380507,0.02030548,1.0
t1,3840,-0.0031237523,0.016105337,1.0
t1,3848,0.0042422586,0.021998538,1.0
t1,3883,-0.002433498,0.018714143,1.0
t1,3894,0.0024508701,0.016745461,1.0
t1,3897,7.314437e-5,0.020620432,1.0
t1,3910,-0.0067428416,0.024894036,1.0
t1,3920,0.0037852258,0.020194165,1.0
t1,3937,-0.0051287296,0.02268642,1.0
t1,3953,-0.0008507508,0.022174984,1.0
t1,3962,0.0049789934,0.022425959,1.0
t1,3972,0.00024147744,0.020013211,1.0
t1,3979,-0.0017307984,0.023104336,1.0
t1,3982,0.00573573,0.018336102,1.0
t1,3985,-0.00069418515,0.02736521,1.0
t1,4013,-0.012286046,0.02004852,1.0
t1,4018,0.000574935,0.019231165,1.0
t1,4037,0.007475483,0.02146774,1.0
t1,4041,0.016576273,0.030312937,1.0
t1,4054,0.0029424757,0.024674335,1.0
t1,4056,-0.005191853,0.021792203,1.0
t1,4057,-0.0028080693,0.023754913,1.0
t1,4069,-0.008718416,0.025121009,1.0
t1,4072,0.002364485,0.025531508,1.0
t1,4095,-0.0013680039,0.022477651,1.0
t1,4096,-0.00024768434,0.024802582,1.0
t1,4097,0.0007156452,0.023849282,1.0
t1,4104,-0.0038087952,0.02125006,1.0
t1,4155,0.0029784115,0.019748956,1.0
t1,4183,3.7228554e-5,0.020850345,1.0
t1,4184,0.003995785,0.022497965,1.0
t1,4201,0.00022193922,0.020594103,1.0
t1,4227,0.0007621119,0.02127511,1.0
t1,4234,0.0021861822,0.02081042,1.0
t1,4236,-0.0017096286,0.019646695,1.0
t1,4248,-0.002353089,0.026185174,1.0
t1,4250,-0.0051209414,0.021321356,1.0
t1,4274,-0.0023585504,0.018179692,1.0
t1,4275,0.0057073827,0.024644446,1.0
t1,4297,-0.0019676443,0.019055929,1.0
t1,4306,0.0005363725,0.022170411,1.0
t1,4312,-0.013146306,0.023889508,1.0
t1,4314,0.010378296,0.022744346,1.0
t1,4353,0.00088813005,0.020782774,1.0
t1,4359,0.004676636,0.0180831,1.0
t1,4378,-0.0025991488,0.021520784,1.0
t1,4397,0.0022051337,0.018524745,1.0
t1,4427,-0.0056573474,0.022787986,1.0
t1,4447,0.011080049,0.024098301,1.0
t1,4480,-0.0012079068,0.028185545,1.0
t1,4481,0.0012226911,0.021621764,1.0
t1,4483,-3.104044e-5,0.020929992,1.0
t1,4491,0.00042512518,0.022772064,1.0
t1,4515,-0.0038203343,0.02155857,1.0
t1,4517,-0.0074650613,0.02490322,1.0
t1,4531,-0.0020706959,0.019213403,1.0
t1,4561,-0.002958039,0.023454448,1.0
t1,4574,0.013602271,0.02749811,1.0
t1,4582,-0.0019341133,0.024660567,1.0
t1,4604,0.0050797123,0.021986514,1.0
t1,4625,0.0008198872,0.024043668,1.0
t1,4627,-0.003378783,0.021704994,1.0
t1,4629,0.001219937,0.021400923,1.0
t1,4653,0.0019249901,0.023459002,1.0
t1,4702,-0.005880178,0.024610294,1.0
t1,4709,0.0068661636,0.027958488,1.0
t1,4715,-0.0021285582,0.02300774,1.0
t1,4727,0.0131331105,0.026294388,1.0
t1,4738,0.0008309117,0.01830152,1.0
t1,4758,0.007021161,0.0288996,1.0
t1,4763,-0.0016597634,0.018938482,1.0
t1,4781,0.0038514752,0.025971275,1.0
t1,4798,0.004799316,0.021768278,1.0
t1,4816,-0.0022448509,0.023556443,1.0
t1,4821,0.0014107212,0.025952064,1.0
t1,4822,-0.002104483,0.018480651,1.0
t1,4830,0.0022593432,0.024611656,1.0
t1,4837,0.013373225,0.029068764,1.0
t1,4847,-0.0029144266,0.022994014,1.0
t1,4855,-0.012162845,0.02916,1.0
t1,4857,-0.0044594714,0.020808985,1.0
t1,4869,0.0028122887,0.019338474,1.0
t1,4870,0.0047702296,0.021648072,1.0
t1,4873,-0.011166723,0.02219035,1.0
t1,4880,-0.00037675683,0.02047648,1.0
t1,4887,0.0027213653,0.01799653,1.0
t1,4889,-0.001373483,0.019833885,1.0
t1,4890,-0.00951607,0.027236728,1.0
t1,4903,0.007099851,0.02013321,1.0
t1,4914,-0.01876306,0.031391192,1.0
t1,4919,-0.002159098,0.019753512,1.0
t1,4932,0.0057515004,0.022411503,1.0
t1,4945,0.0036880472,0.021450942,1.0
t1,4952,-0.0012352827,0.026594482,1.0
t1,4961,0.00018866116,0.022521323,1.0
t1,4999,-0.0058654402,0.023705097,1.0
t1,5004,0.0025100876,0.020522842,1.0
t1,5011,0.0027677114,0.0191652,1.0
t1,5018,-0.009842693,0.02162776,1.0
t1,5021,-0.0007541632,0.020110564,1.0
t1,5037,-0.0024331128,0.031441715,1.0
t1,5047,-0.00019626782,0.020308083,1.0
t1,5048,0.0028653187,0.021776706,1.0
t1,5050,-0.004307147,0.024834568,1.0
t1,5052,-0.0013646327,0.02386912,1.0
t1,5057,-0.0047091823,0.02454711,1.0
t1,5064,0.0029446487,0.02208553,1.0
t1,5068,0.0067970464,0.01957842,1.0
t1,5103,-0.0019375264,0.020362942,1.0
t1,5109,0.0023377016,0.019571695,1.0
t1,5111,0.002530358,0.021758921,1.0
t1,5112,0.0109608015,0.027644334,1.0
t1,5123,0.003273763,0.019835908,1.0
t1,5172,-0.0022177105,0.02035976,1.0
t1,5175,-0.0039050959,0.022175822,1.0
t1,5181,0.0031836901,0.022895765,1.0
t1,5182,-0.006854266,0.022312697,1.0
t1,5190,0.006437898,0.022195062,1.0
t1,5211,-0.007069861,0.025943035,1.0
t1,5213,-0.0055451263,0.02221029,1.0
t1,5220,0.00778765,0.022671927,1.0
t1,5223,0.0030916752,0.019255945,1.0
t1,5225,0.01417138,0.023759758,1.0
t1,5227,0.0038928327,0.023140028,1.0
t1,5230,-0.0017720414,0.02144228,1.0
t1,5243,0.0031797697,0.02166368,1.0
t1,5267,0.00075228926,0.0214737,1.0
t1,5275,-0.0022107863,0.02350958,1.0
t1,5278,0.005071062,0.020355491,1.0
t1,5279,-0.008740024,0.02845163,1.0
t1,5297,-0.007293155,0.023438642,1.0
t1,5301,0.004784452,0.02513295,1.0
t1,5307,-0.0033845927,0.026864005,1.0
t1,5309,-0.0061925137,0.020317806,1.0
t1,5317,0.004799112,0.017241301,1.0
t1,5341,0.0034210815,0.023021502,1.0
t1,5352,-0.0026525178,0.024054669,1.0
t1,5355,-0.009774111,0.025616018,1.0
t1,5362,0.0041328794,0.024886988,1.0
t1,5375,-0.0015059267,0.023045463,1.0
t1,5387,-0.002882166,0.019414492,1.0
t1,5393,0.0071336627,0.02766837,1.0
t1,5403,-0.0023560224,0.021795869,1.0
t1,5410,0.0020606495,0.021057406,1.0
t1,5455,-0.000417409,0.022798033,1.0
t1,5473,0.001889011,0.023010416,1.0
t1,5491,-0.0032897866,0.026175706,1.0
t1,5504,0.0012345073,0.020462055,1.0
t1,5512,0.004181614,0.02497489,1.0
t1,5533,-0.0035909256,0.021825304,1.0
t1,5535,-0.0014171135,0.019945653,1.0
t1,5555,-0.008515751,0.021422138,1.0
t1,5571,-0.0026507126,0.022143988,1.0
t1,5578,0.010615446,0.023196595,1.0
t1,5582,0.0015783185,0.024505017,1.0
t1,5587,0.0022101575,0.028488515,1.0
t1,5590,-0.0047963825,0.022232732,1.0
t1,5601,0.0013338203,0.023005601,1.0
t1,5603,-0.008123635,0.022005457,1.0
t1,5611,-0.0063493247,0.023949273,1.0
t1,5616,0.0070288177,0.022032758,1.0
t1,5621,0.009586308,0.020500386,1.0
t1,5676,0.0025577536,0.016646232,1.0
t1,5685,-0.00027760296,0.022053031,1.0
t1,5695,0.0065499437,0.022024952,1.0
t1,5698,0.0029780504,0.021170368,1.0
t1,5718,-0.00675382,0.022953223,1.0
t1,5730,-0.00058241293,0.018771296,1.0
t1,5735,0.0003784311,0.01877721,1.0
t1,5750,0.009471795,0.026953656,1.0
t1,5770,0.0052883914,0.026230017,1.0
t1,5807,0.007464358,0.027093368,1.0
t1,5818,-0.0069659706,0.021530263,1.0
t1,5829,-0.004839969,0.024612429,1.0
t1,5851,-0.0013360264,0.022804627,1.0
t1,5871,-0.0059462204,0.023041707,1.0
t1,5874,-0.0029834905,0.01660768,1.0
t1,5893,0.006254941,0.021640783,1.0
t1,5905,0.0063735675,0.021383202,1.0
t1,5910,0.000813959,0.025636772,1.0
t1,5912,0.0055166334,0.02708145,1.0
t1,5919,0.00083984726,0.02141179,1.0
t1,5942,0.007310529,0.02241157,1.0
t1,5944,0.0077213496,0.022708418,1.0
t1,5949,-0.008255597,0.027207287,1.0
t1,5975,-0.0007592817,0.024631513,1.0
t1,5983,-0.0150026325,0.028398337,1.0
t1,5993,-0.00794462,0.020363275,1.0
t1,6008,0.007644887,0.021560373,1.0
t1,6015,-0.0005479246,0.01935903,1.0
t1,6037,-0.008532675,0.022034852,1.0
t1,6046,0.012957261,0.02275757,1.0
t1,6063,-0.0019357202,0.020498425,1.0
t1,6067,-0.002344297,0.021879533,1.0
t1,6100,-0.0026146984,0.024913441,1.0
t1,6106,0.0033720508,0.021840954,1.0
t1,6111,0.0055957353,0.021918016,1.0
t1,6117,-0.00075749104,0.016939292,1.0
t1,6124,0.0021825132,0.02078952,1.0
t1,6128,-0.009033367,0.020796541,1.0
t1,6151,0.00061292417,0.017191947,1.0
t1,6154,0.0036403816,0.02514859,1.0
t1,6161,0.001876039,0.02214618,1.0
t1,6176,0.0020844166,0.022927733,1.0
t1,6249,0.012539265,0.022478145,1.0
t1,6251,-0.0037266319,0.018390695,1.0
t1,6270,-0.0028910516,0.023362441,1.0
t1,6282,0.008623882,0.020736054,1.0
t1,6295,-0.00806426,0.019298054,1.0
t1,6305,-0.008232412,0.02515333,1.0
t1,6325,-0.001232835,0.022232411,1.0
t1,6375,0.003115291,0.02049075,1.0
t1,6418,-0.0039195805,0.025721027,1.0
t1,6454,0.007911226,0.023433648,1.0
t1,6457,0.012535301,0.02792031,1.0
t1,6458,-0.0050729327,0.024371775,1.0
t1,6482,-0.0018305233,0.021754649,1.0
t1,6488,0.006918805,0.02878894,1.0
t1,6496,0.0038213704,0.02321364,1.0
t1,6510,-0.009100831,0.023864444,1.0
t1,6517,-0.0013707515,0.02037719,1.0
t1,6518,0.0009558806,0.025901102,1.0
t1,6527,-0.002387205,0.0237472,1.0
t1,6533,0.003938551,0.025245039,1.0
t1,6535,0.0019540766,0.017624058,1.0
t1,6539,-0.0009398176,0.024150226,1.0
t1,6546,0.007389286,0.021978147,1.0
t1,6568,-0.0040932423,0.024659712,1.0
t1,6580,-0.014447437,0.024990521,1.0
t1,6598,0.0052571744,0.029787928,1.0
t1,6611,-0.0007642049,0.020107076,1.0
t1,6615,-0.016510189,0.02478924,1.0
t1,6630,-0.0030019023,0.020394532,1.0
t1,6706,0.0032956584,0.020057142,1.0
t1,6708,-0.0111906985,0.023591952,1.0
t1,6713,0.008009439,0.028978113,1.0
t1,6729,0.007746791,0.027450947,1.0
t1,6744,-0.0014347378,0.02346486,1.0
t1,6748,0.0054521947,0.025315957,1.0
t1,6759,-0.007894051,0.021804692,1.0
t1,6772,-0.0074443873,0.025297554,1.0
t1,6778,0.00048825526,0.02302369,1.0
t1,6787,-0.009582831,0.028186368,1.0
t1,6802,-0.006858394,0.021462481,1.0
t1,6838,3.224361e-5,0.025853287,1.0
t1,6855,-0.0015606333,0.027434153,1.0
t1,6879,-0.0077061215,0.022936005,1.0
t1,6925,0.0010792795,0.019085811,1.0
t1,6929,-0.010155756,0.029739087,1.0
t1,6957,-0.003281125,0.02183972,1.0
t1,7008,-0.0057505025,0.022936976,1.0
t1,7012,0.0056405296,0.021424664,1.0
t1,7014,-0.005350449,0.021935934,1.0
